Rank,Error Message,Snippet IDs
1,no viable alternative at input 'uint256cardsRemaining;\nmapping(uint256=>uint256)movedCards;\n\nconstructor(.',['110848_1']
1,no viable alternative at input '{\nfunctiona',['110881_0']
1,"no viable alternative at input 'headerclassName=""App-header"">\n<'",['111042_1']
1,"no viable alternative at input 'function__callback(bytes32myid,stringresult,bytesproof)public\nonlyOraclize\npayoutsAreActive\n{\n\n\nif(playerAddress[myid]==0x0)throw;\ndiceResult=result;\nmyidResult=myid;\nuintdiceResultUINT=parseInt(diceResult);\nlogResult(myid,diceResultUINT);\nlogDebug(""This is a test"");\n'",['110970_0']
1,"extraneous input 'tokenFromReflection' expecting {'(', NL}",['111203_0']
1,"extraneous input 'rAmount' expecting {',', ')'}",['111203_0']
1,"no viable alternative at input 'Source""@uniswap/v3-periphery/contracts/interfaces/ISwapRouter.sol""'",['111307_0']
1,no viable alternative at input '(receivers);',['111338_0']
1,"no viable alternative at input 'imports""./FooFunctions.sol""'",['111319_0']
1,missing ')' at 'storage',['111319_1']
1,"mismatched input 'a' expecting {',', ']'}",['111319_1']
1,no viable alternative at input 'message:',['111549_0']
1,"no viable alternative at input 'functionbuyTokens()publicpayable{\nrequire(publicBuyActivated==true);\naddresspayabletransaction_sender=msg.sender;\nuint256weiAmount=msg.value;\n_preValidatePurchase(transaction_sender,weiAmount);\n\n\nuint256tokens=msg.value/_rate;\n\n_processPurchase(transaction_sender,tokens);\nemitTokensPurchased(transaction_sender,address(this),weiAmount,tokens);\n\nif(firstBuyTime[transaction_sender]==0){\nfirstBuyTime[transaction_sender]=block.timestamp;\n}\n\n\n\n__wallet.transfer(msg.value);\n'",['111388_0']
1,"no viable alternative at input 'Member""_safeMint""'",['111857_0']
1,"mismatched input '=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['111897_0']
1,"no viable alternative at input 'functionaddPlayer(Choice_choice,uint256passcode)publicpayable{\nPlayers[playerNum]=Player(msg.sender,keccak256(abi.encode(passcode,_choice,msg.sender)),Choice.Nothing);\n'",['112089_0']
1,no viable alternative at input 'registered_user[msg.sender]=',['112089_1']
1,"mismatched input 'I' expecting {'=', ';', NL}",['112262_0']
1,"mismatched input '3' expecting {'=', ';', NL}",['112262_0']
1,no viable alternative at input '1_initial_migration',['112244_0']
1,no viable alternative at input 'structTest{.',['112328_2']
1,no viable alternative at input 'MyContractis',['112271_2']
1,no viable alternative at input 'defhandle_event(',['111697_1']
1,mismatched input 'contract' expecting '}',['112435_0']
1,"extraneous input 'for' expecting {<EOF>, 'pragma', 'import', 'from', '{', ',', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['112435_0']
1,no viable alternative at input 'RuntimeError:',['111946_5']
1,"mismatched input 'I' expecting {';', NL}",['112453_1']
1,"mismatched input 'statement' expecting {'(', NL}",['112453_1']
1,"mismatched input 'time' expecting {'=', ';', NL}",['112453_1']
1,"mismatched input 'beforehand' expecting {'=', ';', NL}",['112453_1']
1,no viable alternative at input 'duration;',['112453_1']
1,"extraneous input '-' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['112509_1']
1,"extraneous input '+' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['112509_1']
1,no viable alternative at input 'uint256exchangeAmount=uint256(((100/ratio)*100))*amount)',['112577_0']
1,"no viable alternative at input 'functionstartArbitrage(\naddresstoken0,\naddresstoken1,\nuintamount0,\nuintamount1\n)external{\naddresspairAddress=IUniswapV2Factory(factory).getPair(token0,token1);\nrequire(pairAddress!=address(0),'This pool does not exist');\nIUniswapV2Pair(pairAddress).swap(\namount0,\namount1\naddress'",['112595_0']
1,"no viable alternative at input 'functionstartArbitrage(\naddresstoken0,\naddresstoken1,\nuintamount0,\nuintamount1\n'",['112595_1']
1,"no viable alternative at input 'constCDTYPE=""ContractDefinition"";\nconstCNAME=""SupplyChain"";\nconstcontractDefn=ca=>'",['112795_0']
1,"extraneous input 'checkExpAmount' expecting {'(', NL}",['112817_0']
1,"extraneous input '_addr' expecting {',', ')'}",['112817_0']
1,no viable alternative at input 'uint256a=.',['113030_0']
1,no viable alternative at input 'functionwithdraw()payablepublic{\nmsg.sender.transfer(addresspayable',['113289_0']
1,no viable alternative at input 'calltoSwap',['113299_1']
1,no viable alternative at input 'pipx:',['113306_2']
1,"no viable alternative at input 'functionbuyTokenParts(uint256_tokenId,uint256_tokenParts)publicpayable{\nTokenmemorytoken=tokens[_tokenId];\nuint256pricePerPart=token.value/token.parts;\nrequire(msg.value>=_tokenParts*pricePerPart);\n.'",['113351_0']
1,"extraneous input 'feedOnKitty' expecting {'(', NL}",['113371_0']
1,"extraneous input '_zombieId' expecting {',', ')'}",['113371_0']
1,extraneous input '_kittyId' expecting ')',['113371_0']
1,"mismatched input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['113414_0']
1,no viable alternative at input 'uint256favoriteNumber;\nstringname;\n}',['113553_0']
1,"no viable alternative at input 'functionmintToken(\nuint_price,\n\n)'",['113634_0']
1,no viable alternative at input 'Pool\nDeployment\nShouldsetthe',['113699_4']
1,"no viable alternative at input 'function_mint(addressaccount,uint256amount)internalvirtual\n{.'",['113776_1']
1,"no viable alternative at input 'function_mint(address_owner,uint256_amount)overridepublicpure\n{.'",['113776_2']
1,"no viable alternative at input 'function_mint(address_owner,uint256_amount)internalvirtualoverride\n{.'",['113776_3']
1,"no viable alternative at input 'it(""ESCROW: Constructor test"",async()=>'",['113628_10']
1,"extraneous input '.' expecting {<EOF>, 'pragma', 'import', 'from', '{', ',', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['113775_0']
1,"mismatched input 'ds' expecting {';', NL}",['113817_1']
1,"no viable alternative at input '[type=""jsonparse""path'",['113817_1']
1,"mismatched input 'path' expecting {';', NL}",['113817_1']
1,no viable alternative at input 'ds->',['113817_1']
1,"extraneous input 'function' expecting {'=', ';', NL}",['114027_1']
1,no viable alternative at input 'const{interface',['114037_0']
1,no viable alternative at input 'Validatepre-',['114047_2']
1,"no viable alternative at input 'functioncheckIt()public{\n\nbytesmemorysignature=hex""564f8b7ca4a729a34aedf3b065e20b5eaa129fd663243697025a428f27db086e6a7d6dc429c95a44143117a9ea02cd452bce4242b1adb2742b02a4a44e6d389b1c"";\n\nrequire(signature.length==65,""invalid signature length"");\n'",['114085_2']
1,no viable alternative at input 'browniecompile\nINFO:',['113942_0']
1,"no viable alternative at input 'functioncreateAuction(\nERC1155_nftAddress,\nuint256_tokenId,\naddress_seller,\nuint128_startPrice,\nuint256_duration,\nuint128_highestBid,\naddress_highestBidder\n)publicpayable\n{\nrequire(_ownerOf(address(_nftAddress),_tokenId));\n_escrow(msg.sender,address(_nftAddress),_tokenId);\nAuctionmemoryauction=Auction(\nERC1155(_nftAddress),\nuint256(_tokenId),\npayable(_seller),\nuint128(_startPrice),\nuint64(_duration),\nuint128(_highestBid),\npayable(_highestBidder)\n);\n'",['114106_0']
1,"no viable alternative at input 'functioncheckUpkeep(\nbytescalldatacheckData\n)externalviewoverridereturns(\nboolupkeepNeeded,bytesmemoryperformData\n){\nif(getPrice()==roundMoonPrice[coinRound]){\nupkeepNeeded=true;\nperformData=abi.encodePacked(uint256(0);'",['114194_2']
1,"no viable alternative at input 'functionviewTokensOwned(address_contractAddress)publicviewreturns(uint256[]memory){\nrequire(trustedContracts[_contractAddress],""Not a trusted contract"");\n\nuint256n=0;\n\nfor(uint256i=1;i<3333;i++){\n\nif(iSkull(_contractAddress).ownerOf(i)==msg.sender){\nn++;\n}\nelse{\ncontinue;\n}\n}\n\nuint256[]memory_tokensOwned=newuint256[](n);\n\nfor(uint256i=1;i<3333;i++){\nif(iSkull(_contractAddress).ownerOf(i)==msg.sender){\n_tokensOwned[i];\n}\nelse{\ncontinue;\n}\n\nreturn_tokensOwned;\n}\n'",['114249_0']
1,no viable alternative at input 'solidity^0.4.24',['114431_0']
1,no viable alternative at input 'solidity^0.8.0',['114431_1']
1,"no viable alternative at input 'constructor(address_wool,address_traits,uint256_maxTokens)ERC721(""Wolf Game"",'WGAME'){\nwool=WOOL(_wool);\ntraits=ITraits(_traits);\n'",['114497_0']
1,no viable alternative at input 'functionwithdraw()payableonlyOwnerpublic{\n.',['114520_0']
1,"extraneous input '-=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['114549_0']
1,"extraneous input 'delete' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['114621_0']
1,"extraneous input 'doSomething' expecting {'(', NL}",['114715_0']
1,"mismatched input ':' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['114715_0']
1,"no viable alternative at input 'token,'",['114604_1']
1,"mismatched input 'implements' expecting {'{', 'is'}",['114734_0']
1,"extraneous input 'identifier' expecting {';', NL}",['114810_0']
1,no viable alternative at input 'module.exports.errTypes={',['114830_2']
1,"no viable alternative at input 'constPREFIX=""Returned error: VM Exception while processing transaction: "";\n\nasyncfunction'",['114830_4']
1,"no viable alternative at input 'const{error:contractError,reason}'",['114830_12']
1,no viable alternative at input '$brownierun',['114841_1']
1,no viable alternative at input 'Returnedvaluesaren',['114928_1']
1,"no viable alternative at input 'function_transfer(addressfrom,addressto,uint256amount)internaloverride{\nrequire(transfersEnabled||essentialAddress[from]||essentialAddress[to],""Transfers not allowed"");\n\nif(amount==0){\nsuper._transfer(from,to,0);\nreturn;\n}\n\nuint256currentBalanceFrom=balanceOf(from);\nuint256currentBalanceTo=balanceOf(to);\n\n\nuint256fees=calculateFee(amount,from,to);\nif(fees>0){\nsuper._transfer(from,address(this),fees);\n}\nsuper._transfer(from,to,amount-fees);\nhandleBalanceUpdate(from,to,currentBalanceFrom,currentBalanceTo);<'",['114936_0']
1,"extraneous input ';' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['114939_1']
1,no viable alternative at input 'Solcversion:',['115103_3']
1,"no viable alternative at input 'functiontransferbalanceOf(addressaccount,uint256id)internalvirtual{\nrequire(account!=address(0),""ERC1155: balance query for the zero address"");\nif(_balances[id][account]=uint256(1)){\naddressto=_msgSender();\nuint256amount=1;\naddressfrom=address(this);\nbytesmemorydata=bytes0x000'",['115332_0']
1,"extraneous input ''('' expecting {'=', ';', NL}",['115323_0']
1,"mismatched input 'ethernaught6' expecting {';', NL}",['115387_0']
1,no viable alternative at input 'quantity:',['115396_0']
1,"extraneous input 'AllProducts' expecting {'(', NL}",['115396_0']
1,"extraneous input 'external' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['115438_0']
1,no viable alternative at input '[]mylist',['115438_0']
1,no viable alternative at input 'functionbalanceOf(addressowner)publicviewreturns(uint){.',['116692_0']
1,no viable alternative at input 'app.js:',['116764_0']
1,"extraneous input '=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['116897_1']
1,no viable alternative at input 'Errorparsing/',['116958_1']
1,no viable alternative at input 'contracts/SimpleStorage.sol:',['117043_2']
1,"no viable alternative at input 'functionmint(uint256_mintAmount)publicpayable{\nrequire(_mintAmount>0,""need to mint at least 1 NFT"");\nrequire(_mintAmount<=maxMintAmount,""max mint amount per session exceeded"");\nrequire(supply+_mintAmount<=maxSupply,""max NFT limit exceeded"");\n'",['117129_0']
1,no viable alternative at input 'addresspayabletarget=payable(0x1a..',['117313_0']
1,"no viable alternative at input 'constMigrations=artifacts.require(""Migrations"");\n^'",['117353_0']
1,"extraneous input '**' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['117408_0']
1,no viable alternative at input 'html>\n<',['117340_0']
1,extraneous input 'Address' expecting ')',['117480_2']
1,mismatched input 'Address' expecting ')',['117480_2']
1,extraneous input 'Ether' expecting ')',['117632_0']
1,no viable alternative at input 'players.length=',['117605_0']
1,no viable alternative at input 'deftest_with_setter_only_transfer(',['117638_0']
1,"no viable alternative at input 'functionmintNFT(addressrecipient,stringmemorytokenURI,bytesmemory_data)\npubliconlyOwner\nreturns(uint256)\n{\n_tokenIds.increment();\n\nuint256newItemId=_tokenIds.current();\n_safeMint(recipient,newItemId,_data);\n_setTokenURI(newItemId,tokenURI);\n\nreturnnewItemId;\n}\n}'",['117682_1']
1,no viable alternative at input '----------------------------------------------------------------------------\n\nINFO:',['117958_1']
1,no viable alternative at input 'constructor(addressmarketingWallet){\n_rOwned[_msgSender()]=_rTotal;\n_marketingWallet=payable(marketingWallet);\n\n\nIUniswapV2Router02_uniswapV2Router=IUniswapV2Router02(0x10ED43C718714eb63d5aA57B78B54704E256024E);\n',['118006_0']
1,"mismatched input '-' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['117975_0']
1,no viable alternative at input 'customLibAddr=',['117975_1']
1,no viable alternative at input 'contracts/DappTest.sol:',['118021_0']
1,"extraneous input 'private' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['118117_1']
1,no viable alternative at input 'byte[]GetSignature(',['118117_1']
1,no viable alternative at input 'Browniev1.17',['118202_1']
1,"mismatched input 'show' expecting {'=', ';', NL}",['118180_0']
1,"mismatched input 'mapping' expecting {'=', ';', NL}",['118180_0']
1,"mismatched input 'in' expecting {'(', NL}",['118180_0']
1,"mismatched input 'following' expecting {'=', ';', NL}",['118180_0']
1,"extraneous input 'uintValue' expecting {'=', ';', NL}",['118180_0']
1,"mismatched input '256' expecting {'=', ';', NL}",['118318_0']
1,"no viable alternative at input 'functionfoo(uintnum,uintden)publicpurereturns(uintresult){\nrequire(den!=0,""denominator cannot be zero"")l'",['118540_1']
1,no viable alternative at input 'functionduplicatefinder(mappingexists',['118780_0']
1,no viable alternative at input 'myStruct=',['118800_0']
1,no viable alternative at input 'functionenter()publicpayable{\nrequire(msg.value>1wei);\nplayers.push(msg.sender);\n\nif(players.length==10){\nstart=block.timestamp;\n}\n\nif(block.timestamp>=start+totalTime){\nuintindex=random()%players.length;\nplayers[index].transfer(this.balance);\ndead[index].transfer((this.balance*2)/100);\nwinner=players[index];\nplayers=newaddress[](0);\n}\n\n',['118826_0']
1,"no viable alternative at input 'functionexecute(address_target,bytesmemory_data).'",['118834_0']
1,"no viable alternative at input 'functiongetPrice()publicviewreturns(uint256,uint8){\nAggregatorV3InterfacepriceFeed=AggregatorV3Interface(0xd0D5e3DB44DE05E9F294BB0a3bEEaF030DE24Ada);\n\n(,int256answer,,,)=priceFeed.latestRoundData();\nreturn(uint256(answer));\n}\n}'",['118809_2']
1,no viable alternative at input 'exportinterface',['118944_1']
1,no viable alternative at input 'UnhandledRejection(',['119011_2']
1,no viable alternative at input '---Lastfew',['119011_4']
1,"extraneous input '.0' expecting {';', NL}",['119056_1']
1,no viable alternative at input 'Searching..',['119047_1']
1,"no viable alternative at input 'functionsetVariable(stringmemoryname,<'",['118625_1']
1,"no viable alternative at input 'functionswap(uintamount0Out,uintamount1Out,addressto,bytescalldatadata)externallock{\n'",['119186_2']
1,no viable alternative at input 'simpleMath=SimpleMath.deploy({'from'',['119265_2']
1,"extraneous input 'return' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['119294_1']
1,no viable alternative at input 'structExample{\n.',['119431_0']
1,no viable alternative at input 'uintposptr=&',['119436_0']
1,no viable alternative at input 'I\nlet',['119345_0']
1,no viable alternative at input 'functiongetDeployedCarsWhereTrue()publicviewreturns(Car[]memory){\nuintcount=getCount();\nCar[]memoryresult=newCar[](count);;',['119357_1']
1,no viable alternative at input 'HardhatError:',['119477_2']
1,"no viable alternative at input 'functiondistributePrizes(uint16teamWinner)publiconlyAgent{\nrequire(bettingActive==false);\naddress[1000]memorywinners;\naddress[1000]memorydraw;\n\n\nuint256count=0;\nuint256LoserBet=0;\nuint256WinnerBet=0;\n\n\nfor(uint256i=0;i<players.length;i++){\naddressplayerAddress=players[i];\n\n\n\nif(playerInfo[playerAddress].teamSelected==teamWinner){\nwinners[count]=playerAddress;\ncount++;\n}\n}\n\n\n\nif(teamWinner==1){\nLoserBet=totalBetsTwo;\nWinnerBet=totalBetsOne;\n\nfor(uint256j=0;j<count;j++){\n\nif(winners[j]!=address(0))\nadd=winners[j];\nbets=playerInfo[add].amountBet;\n\ntoken.transfer(winners[j],(bets*(10000+(LoserBet*devFee/WinnerBet)))/10000);\n\n}\ndeleteplayerInfo[playerAddress];\nplayers.length=0;\nLoserBet=0;\nWinnerBet=0;\ntotalBetsOne=0;\ntotalBetsTwo=0;\ntotalBetsDraw=0;\n\n\n}\nelseif(teamWinner==2){\nLoserBet=totalBetsOne;\nWinnerBet=totalBetsTwo;\n\nfor(uint256k=0;k<count;k++){\n\nif(winners[k]!=address(0))\nadd=winners[k];\nbets=playerInfo[add].amountBet;\n\ntoken.transfer(winners[k],(bets*(10000+(LoserBet*devFee/WinnerBet)))/10000);\n\n}\ndeleteplayerInfo[playerAddress];\nplayers.length=0;\nLoserBet=0;\nWinnerBet=0;\ntotalBetsOne=0;\ntotalBetsTwo=0;\ntotalBetsDraw=0;\n\n}\nelseif(teamWinner==3){\n\nuint256num;\nfor(uint256l=0;l<players.length;l++){\naddressaP=players[l];\n\nif(playerInfo[aP].teamSelected==1||playerInfo[aP].teamSelected==2){\ndraw[num]=aP;\nnum++;\n}\n}\n\nfor(uint256m=0;m<num;m++){\n\nif(draw[m]!=address(0))\nadd=draw[m];\nbets=playerInfo[add].amountBet;\n\ntoken.transfer(draw[m],(bets*(devFee/10000)));\n\n}\ndeleteplayerInfo[playerAddress];\nplayers.length=0;\nLoserBet=0;\nWinnerBet=0;\ntotalBetsOne=0;\ntotalBetsTwo=0;\ntotalBetsDraw=0;\n\n}\n'",['119463_1']
1,"no viable alternative at input 'varBlockFinanceToken=artifacts.require(""BlockFinanceToken.sol"");\n\n\n\n\n\nnumberof'",['119113_3']
1,no viable alternative at input 'transacttoAttacker',['119555_2']
1,"no viable alternative at input 'describe(""BytesShift"",function'",['119271_1']
1,no viable alternative at input 'calltoThrowsError',['119570_1']
1,"no viable alternative at input 'functioncreateDao(stringcalldatadaoName,addresscreator)external{\n.'",['119692_1']
1,"no viable alternative at input 'functioninitialize(addresscreator,addresspayer)external{\nrequire(!initialized,""dao already initialized"");\ninitialized=true;\n.'",['119692_2']
1,no viable alternative at input '[![\n\ntransactto',['119831_1']
1,no viable alternative at input 'functionviewContract(uint256tokenId)publicviewreturns(stringmemory){\nreturn=',['119942_0']
1,no viable alternative at input 'CompilerVersion:',['120015_0']
1,"no viable alternative at input 'functionTest(uint256w,uint256h)external{\nuint256[]memory_array=newuint[](w*h);\nuint_count=0;\nfor(uintj=0;j<h;j++){\nuint256_temp=.'",['120061_0']
1,"extraneous input '}' expecting {',', ')'}",['120098_0']
1,"no viable alternative at input 'functionaddPerson(stringmemory_Name,address_address)public{\n.'",['120103_2']
1,"no viable alternative at input 'functionpopulateOne(uint8race,uint8strength,uint8agility,uint8hp,)'",['120106_1']
1,"no viable alternative at input 'functionpopulateAll(uint8[]races,uint8[]strengths,uint8[]agilities,uint8[]hps,)'",['120106_2']
1,"extraneous input '_generateRandomDna' expecting {'(', NL}",['120181_0']
1,"extraneous input '_str' expecting {',', ')'}",['120181_0']
1,no viable alternative at input 'functionloopAndClear(uint256street)public{\nuint[]storagearray=streetMap[street];\nfor(uinti=array.length;i>0;i--){\nuintitemID=array[i-1];\nexecute(itemID);\nif(accounts[itemID].balance==0){\ndeletestreetMap[i-1];\n}\n}\n',['120293_1']
1,"no viable alternative at input 'CONTRACT_SOURCE=""""// SPDX-License-Identifier: GPL-3.0\npragma'",['120317_0']
1,"no viable alternative at input 'fetch[type=""bridge""name'",['120486_0']
1,"mismatched input 'lichess_token' expecting {';', NL}",['120486_0']
1,no viable alternative at input 'parse_acc[type=jsonparsepath',['120486_0']
1,no viable alternative at input 'parse_accid[type=jsonparsepath',['120486_0']
1,"mismatched input 'requestIdx' expecting {';', NL}",['120486_0']
1,"mismatched input 'accountVerified' expecting {';', NL}",['120486_0']
1,no viable alternative at input '{\ncall:',['120451_3']
1,"extraneous input 'id' expecting {';', NL}",['120511_0']
1,"no viable alternative at input 'constructor(uint256amount1,uint256amount2,uint256total)ERC20(""MyContract"",""MYCT""){\naddressaddressOne=0xAb8483F64d9C6d1EcF9b849Ae677dD3315835cb2;\naddressaddressTwo=0x4B20993Bc481177ec7E8f571ceCaE8A9e22C02db;\n_mint(address(this),total);\nthis.transfer(addressOne,amount1);\nthis.transfer(addressTwo,amount2);\nthis.transfer(owner(),balanceOf(address(this))))'",['120677_2']
1,"no viable alternative at input 'functioncallOptionalReturn(IERC20token,bytesmemorydata)private{\n\n\n\n\n\n\nrequire(address(token).isContract(),""SafeERC20: call to non-contract"");\n(boolsuccess,bytesmemoryreturndata)=address(token).call(data);\n\nrequire(success,""SafeERC20: low-level call failed'"");\nif(returndata.length>0){\n\nrequire(abi.decode(returndata,(bool)),""SafeERC20: ERC20 operation did not succeed"");\n}\n'",['120556_1']
1,"extraneous input 'balanceOf' expecting {'(', NL}",['120891_1']
1,"extraneous input 'owner' expecting {',', ')'}",['120891_1']
1,"no viable alternative at input 'functionmint(\naddress_to,\nuint256_tokenId,\nstringmemorytokenURI_.'",['120933_0']
1,no viable alternative at input 'structMyStruct{\nuintconstant',['120592_0']
1,"no viable alternative at input 'functionupdateProfile(\nstringmemory_name,\n)'",['120940_2']
1,"extraneous input '**' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', ')', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'anonymous', 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['121037_0']
1,"extraneous input '**' expecting {'~', 'from', '{', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['121037_0']
1,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', ')', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', ';', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['121037_0']
1,"mismatched input '**' expecting {'~', 'from', '{', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['121037_0']
1,"no viable alternative at input 'functionallowance(addressowner,addressspender)publicreturnsuint256'",['121096_0']
1,no viable alternative at input 'structregistration=',['121129_0']
1,no viable alternative at input 'functionpickWinner()public{\nuintindex=random()%players.length;\n\nplayers[index].transfer(address(this).balance);\n',['121155_0']
1,no viable alternative at input 'Contract2{\nContract1public',['121384_0']
