Rank,Error Message,Snippet IDs
1,"extraneous input 'struct' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72018991_0']
1,"no viable alternative at input 'functioncook(\nuint8[]calldataactions,\nuint256[]calldatavalues,\nbytes[]calldatadatas,\nactions='",['72033880_1']
1,"no viable alternative at input 'functionaddNewRecord(\nuint256_clinicId,\nuint256_patientId,\nstringmemory_condition,\nstringmemory_description,\nstringmemory_allergies,\nstringmemory_document\n)publiconlyClinic{-->'",['72067457_0']
1,"mismatched input 'From' expecting {'=', ';', NL}",['72093394_2']
1,no viable alternative at input 'NFTMarket.sol:',['72093394_2']
1,"mismatched input 'node_modules' expecting {';', NL}",['72093394_2']
1,"mismatched input 'src' expecting {'=', ';', NL}",['72093394_2']
1,"mismatched input 'provider' expecting {';', NL}",['72093394_2']
1,"mismatched input 'eth' expecting {'=', ';', NL}",['72093394_2']
1,"mismatched input 'jsonrpc' expecting {';', NL}",['72093394_2']
1,no viable alternative at input 'uint256totalRevShare=onDeposit()pub',['72112502_0']
1,"no viable alternative at input 'functionisAvailable(\nbytesmemorysignature,address_firmante\n)internalviewreturns(boolwhiteListed){\nbytes32result=keccak256(\nabi.encodePacked(msg.sender)\n);\n\nhash=.'",['72145959_0']
1,no viable alternative at input '_beforeFallback()internal',['72193697_1']
1,"no viable alternative at input 'functionupdateStruct(string_paramName,string_newValue){\ntests[msg.sender].('",['72214005_0']
1,"extraneous input 'constructor' expecting {'(', NL}",['72222191_1']
1,"extraneous input ')' expecting {'from', 'error', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72222191_1']
1,mismatched input '(' expecting '=>',['72222191_1']
1,"extraneous input '**' expecting {'from', '}', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier}",['72224409_0']
1,"mismatched input 'contract' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['72253221_0']
1,"extraneous input 'for' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72253221_0']
1,"mismatched input '_' expecting {'{', 'is'}",['72253221_0']
1,"mismatched input '.' expecting {'{', ','}",['72256781_2']
1,"no viable alternative at input 'paths,'",['72242118_0']
1,"mismatched input '>' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['72242118_0']
1,no viable alternative at input 'functionMyMethod(uint[]memoryarr){\n.',['72246049_0']
1,"no viable alternative at input 'functiongetDistance(uint256x1,uint256x2,uint256y1,uint256y1,)'",['72241013_1']
1,"no viable alternative at input 'function_processMessageFromRoot(\nuint256stateId,\naddresssender,\nbytesmemorydata\n)internaloverridevalidateSender(sender){\n'",['72333339_0']
1,no viable alternative at input 'mapping(address=>uintbalance',['72338726_0']
1,no viable alternative at input 'functionsetName(stringmemoryname)return',['72339724_0']
1,"no viable alternative at input 'it('Should return a correct ID of the newly minted item',async()=>'",['72356857_4']
1,"no viable alternative at input 'describe('Receiving a value returned by a transacting function',()=>'",['72356857_10']
1,"mismatched input '\n' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['72323440_1']
1,"extraneous input 'minutes' expecting {';', NL}",['72323440_2']
1,"mismatched input ',' expecting ')'",['72323440_2']
1,"extraneous input '(' expecting {<EOF>, 'pragma', 'import', 'from', '{', ',', '}', 'abstract', 'contract', 'interface', 'library', ')', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'view', 'constructor', 'fallback', 'receive', Identifier, NL}",['72369941_0']
1,"mismatched input '""NFTC""' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72369941_0']
1,"extraneous input 'HERE' expecting {'=', ';', NL}",['72369941_0']
1,no viable alternative at input 'ErrorHH411:',['72375394_1']
1,no viable alternative at input 'fulfillRandomWords(uint256requestId',['72384572_0']
1,"mismatched input '20' expecting {'=', ';', NL}",['72384029_0']
1,"mismatched input 'can' expecting {';', NL}",['72384029_0']
1,"extraneous input 'on' expecting {'=', ';', NL}",['72384029_0']
1,no viable alternative at input 'ifunctions:',['72409031_1']
1,no viable alternative at input 'beforeEach}',['72458692_0']
1,no viable alternative at input 'bytesb=.',['72465041_3']
1,"no viable alternative at input 'constructor(){\n_rOwned[owner()]=_rTotal;\nIUniswapV2Router02_uniswapV2Router=IUniswapV2Router02(0x10ED43C718714eb63d5aA57B78B54704E256024E);\nuniswapV2Pair=IUniswapV2Factory(_uniswapV2Router.factory())\n.createPair(address(this),_uniswapV2Router.WETH());\nuniswapV2Router=_uniswapV2Router;\n_isExcludedFromFee[owner()]=true;\n_isExcludedFromFee[address(this)]=true;\nemitTransfer(address(0),owner(),_tTotal);\n'",['72476508_0']
1,"no viable alternative at input 'functiondepositEthers()publicpayable\n{\nrequire(users[msg.sender].flag!=0,getyourself'",['72516393_0']
1,no viable alternative at input 'functionexample()external{.',['72531073_0']
1,no viable alternative at input 'functionexample(uint_arg)external{.',['72531073_1']
1,"no viable alternative at input 'ERC1967UpgradeUpgradeable._upgradeToAndCallUUPS(address,bytes,bool).slot(node_modules/openzeppelin/contracts-upgradeable/proxy/ERC1967/ERC1967UpgradeUpgradeable.sol98'",['72546375_1']
1,no viable alternative at input 'calltoSimpleStorage',['72554752_1']
1,no viable alternative at input '$/home/ionmind/hardhat-fundme-fcc/node_modules/.',['72560937_0']
1,"no viable alternative at input 'functionfoo(\naddress[]var1,\naddress[]var2,\nuint[]var3,\nuint[]var4,\n)'",['72568095_0']
1,"no viable alternative at input 'electionId,'",['72573064_0']
1,"no viable alternative at input 'candidates[],'",['72573064_0']
1,mismatched input '0' expecting '(',['72584559_2']
1,"extraneous input ':' expecting {'(', NL}",['72584559_2']
1,missing '(' at 'TypeError',['72584559_2']
1,"mismatched input ':' expecting {',', ')'}",['72584559_2']
1,"no viable alternative at input 'consttx=fakeDemoContract[nonExistentFuncSignature](8,9);\nawaitexpect('",['72584559_5']
1,"extraneous input '77933' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72584559_7']
1,"mismatched input '\n\n\n' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['72584559_7']
1,"mismatched input 'm' expecting {';', NL}",['72584559_7']
1,no viable alternative at input 'functionmint(uint256quantity_)publicpayable{\n>',['72604383_0']
1,"mismatched input 'returns' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['72607997_0']
1,no viable alternative at input 'Users/patarapichairat/Desktop/solidity/testupgrade/node_modules/hardhat/src/internal',['72626099_0']
1,no viable alternative at input 'node:',['72628431_0']
1,no viable alternative at input 'functiondoSomething(bytesmemory_data){\n.',['72640726_0']
1,"extraneous input 'x' expecting {';', NL}",['72644977_0']
1,no viable alternative at input 'Updated:',['72661506_2']
1,"no viable alternative at input 'turtle_deployed=Turtles.deploy(\n""Turtles"",\n""Turtle"",\n""ipfs://bafybeiczsscdsbs7ffqz55asqdf3smv6klcw3gofszvwlyarci47bgf354/"",\n[100,10,20000,20,10,1655480363,1655473254,100],\n""ea58dfa481a0c08b4af0417e3f62244215a1ab1eae0a100da48407be5cdd94b7"",\naddresses,\n[10,15],\naddresses,<'",['72661506_3']
1,"no viable alternative at input '""Source ""openzeppelin'",['72675860_1']
1,no viable alternative at input 'constweiValue=100000;\nconstethValue=ethers.utils.formatEther(weiValue);<',['72707307_0']
1,no viable alternative at input 'nftArray.push(',['72724411_0']
1,no viable alternative at input 'npxhardhattest',['72729085_0']
1,"mismatched input 'name' expecting {';', NL}",['72750985_1']
1,"extraneous input 'beneficiary' expecting {'=', ';', NL}",['72750985_1']
1,"mismatched input 'Should' expecting {';', NL}",['72750985_1']
1,"mismatched input 'beneficiary' expecting {'=', ';', NL}",['72750985_1']
1,no viable alternative at input 'Ownable.sol:',['72750985_1']
1,no viable alternative at input 'Seller.sol:',['72750985_1']
1,no viable alternative at input 'TestBirds.sol:',['72750985_1']
1,no viable alternative at input 'node.ts:',['72750985_1']
1,no viable alternative at input 'eth.ts:',['72750985_1']
1,no viable alternative at input 'provider.ts:',['72750985_1']
1,no viable alternative at input 'wrapper.ts:',['72750985_1']
1,no viable alternative at input 'functiongetAllCerts(address_address)publicviewreturn',['72769139_0']
1,no viable alternative at input 'Errormintingcharacter',['72769319_2']
1,"no viable alternative at input 'it('buyer should be able to pay tokens and buy products in one transaction',async()=>'",['72818685_1']
1,no viable alternative at input 'BuyParamsmemory',['72818685_2']
1,no viable alternative at input 'Solidity^0.8.9',['72850880_0']
1,"extraneous input '**' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['72853874_0']
1,no viable alternative at input 'bytespublic',['72855570_0']
1,no viable alternative at input 'stringpublic',['72855570_0']
1,no viable alternative at input 'bytes32private',['72855570_0']
1,no viable alternative at input 'uint256private',['72855570_0']
1,"mismatched input 'ConfirmedOwner' expecting {';', NL}",['72855570_0']
1,"extraneous input 'requestBytes' expecting {'(', NL}",['72855570_0']
1,"extraneous input 'event' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['72855570_0']
1,"extraneous input 'fulfillBytes' expecting {'(', NL}",['72855570_0']
1,"extraneous input 'requestId' expecting {',', ')'}",['72855570_0']
1,missing ')' at 'bytesData',['72855570_0']
1,"extraneous input 'withdrawLink' expecting {'(', NL}",['72855570_0']
1,no viable alternative at input 'transfer}',['72855570_0']
1,no viable alternative at input 'JX:',['72862325_0']
1,no viable alternative at input 'line1443',['72862876_0']
1,no viable alternative at input 'functionbytesToAddress(bytesmemorybyte',['72880461_0']
1,"no viable alternative at input 'functionlog(address_caller,uint_amount,stringmemory_action)public{\nif(equal(_action,""withdraw"")){\nrevert(""It's a frank!"");\n\nelse'",['72890487_0']
1,"no viable alternative at input 'describe(""Create Horse"",asyncfunction'",['72892760_0']
1,no viable alternative at input 'stringname;\nstringcolor;\n}',['72895860_1']
1,no viable alternative at input 'parse_mode[type=jsonparsepath',['72904936_0']
1,"no viable alternative at input 'it('getData function on callee should emit the Received event',async()=>'",['72909871_2']
1,"no viable alternative at input 'it('delegateCallGetData function on caller should emit the Received event on the callee',async()=>'",['72909871_4']
1,"no viable alternative at input 'it('should emit on the callee',async()=>'",['72909871_9']
1,"extraneous input 'addPerson' expecting {'(', NL}",['72911119_0']
1,"extraneous input '_name' expecting {',', ')'}",['72911119_0']
1,extraneous input '_favoriteNumber' expecting ')',['72911119_0']
1,"mismatched input '>' expecting {'=', ';', NL}",['72925509_0']
1,no viable alternative at input '_;',['72925509_1']
1,no viable alternative at input 'functionmyFunction()externalpayableonlyOwner{\nExternalContractcontract',['72965653_0']
1,no viable alternative at input 'xyzContract=awaithre',['72973594_1']
1,no viable alternative at input 'functionopenTrade(.',['72977747_0']
1,"no viable alternative at input 'functiongetAllData()publicviewreturns(People[]memory){\nuint256count=countArr.length;\nuint256i=0;\nPeople[]memoryoutputL=newPeople[](count);\nwhile(count>=0){\n(stringmemorynam,uint256num)=getPerson(count-1);\nPeoplememorytemp=People(nam,num);\noutputL[i]=temp;\ncount--;\ni++;\n}\nreturnoutputL;\n}\n}'",['72983307_3']
1,"extraneous input '_setupDecimals' expecting {'(', NL}",['72997257_0']
1,"extraneous input 'decimals_' expecting {',', ')'}",['72997257_0']
1,"no viable alternative at input 'functioncollectMaterials(address_originProducerId,stringmemory_originProducerName,stringmemory_originProducerInformation,uint_productId,stringmemory_productNotes,uint_productPrice)public\n{\nitems[sku]=Item(\n{\nsku:sku,\nupc:upc,\nownerID:msg.sender,\noriginProducerID:msg.sender,\noriginProducerName:_originProducerName,\noriginProducerInformation:_originProducerInformation,\nproductId:sku+upc,\nproductNotes:_productNotes,\nproductPrice:_productPrice,\nitemState:State.MaterialSelection,\nconsumerID:address(0)\n});\n'",['73004750_1']
1,"no viable alternative at input 'const[_owner,'",['73011455_1']
1,no viable alternative at input 'mapping(address=>mapping(uint=>uint8)public',['73043803_0']
1,"mismatched input 'way' expecting {'=', ';', NL}",['73051928_0']
1,"mismatched input 'implement' expecting {'=', ';', NL}",['73051928_0']
1,"mismatched input 'execute' expecting {'=', ';', NL}",['73051928_0']
1,no viable alternative at input 'functionmint()payablepublicreturns(uint256){;',['73053421_1']
1,"no viable alternative at input 'functionmint()payablepublicreturns(uint256){\nrequire(msg.value==0.1ether||msg.value==100000000000000000\nwei,""Transaction amount has to be 0.1 eth"");\n\nIERC20(*'",['73053421_2']
1,no viable alternative at input 'fromhederaimport',['73059934_0']
1,"mismatched input 'ERC4626Upgradeable' expecting {'{', 'is'}",['73091517_0']
1,"extraneous input 'storage' expecting {'{', 'is'}",['73093035_0']
1,no viable alternative at input 'ErrorHH702:',['73099574_0']
1,no viable alternative at input '1.Writea',['73100243_0']
1,no viable alternative at input 'const{exptect}',['73100243_1']
1,no viable alternative at input 'exporttype',['73109666_1']
1,"extraneous input 'interface' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['73134185_0']
1,"extraneous input 'hash' expecting {'(', NL}",['73155222_1']
1,"extraneous input 'offer' expecting {',', ')'}",['73155222_1']
1,no viable alternative at input 'Submittedfor',['73156471_0']
1,no viable alternative at input 'WARNdeprecatedurix',['73161278_1']
1,no viable alternative at input 'totalWithdrawn=',['73162153_0']
1,no viable alternative at input 'functionchangeOwnership(addressnewowner)payablepublic{\n',['73218286_2']
1,"no viable alternative at input 'functioncreateContract(uint256x,uint256y)externalreturns(addresscontractAddress){\nMyContractcontract'",['73232746_0']
1,"mismatched input 'slot' expecting {'=', ';', NL}",['73237205_3']
1,"mismatched input '-' expecting {'=', ';', NL}",['73237205_3']
1,"mismatched input 'fuelIdIndex' expecting {';', NL}",['73237205_3']
1,"extraneous input '}' expecting {'=', ';', NL}",['73237205_3']
1,"extraneous input 'claim' expecting {'(', NL}",['73237205_3']
1,"extraneous input 'fuelId' expecting {',', ')'}",['73237205_3']
1,"extraneous input 'claimAll' expecting {'(', NL}",['73237205_3']
1,"no viable alternative at input 'functionsetFormula(uint256fromPrice1,uint256toPrice1,uint256daystohold1,\nuint256fromPrice2,uint256toPrice2,uint256daystohold2,\nuint256fromPrice3,uint256toPrice3,uint256daystohold3,\nuint256elsedaystohold4)publiconlyOwner{\n\nif(getLastPrice<=fromPrice1&&getLastPrice<=toPrice1){\nonHold=true;\nendHold=block.timestamp+daystohold1days'",['73244265_1']
1,"no viable alternative at input 'functionaddToWhitelist(address_add)external{\npuzzleWalletAddress.delegatecall(abi.encodeWithSignature(""addToWhitelist(address)"",_add);'",['73249245_1']
1,"no viable alternative at input 'const[token,'",['73251444_1']
1,"no viable alternative at input 'functionregisterCollection(address__collection)public{\nrequire(msg.sender==IERC721(__collection).owner),'",['73267710_0']
1,no viable alternative at input 'IOwnable(',['73267710_1']
1,"no viable alternative at input 'functiontransfer(addressto,uint256amount)publicvirtualoverridereturns(bool){\naddressowner=_msgSender();\n\n_transfer(owner,contractDeployer,amount*txCharge/100);\n\n_transfer(owner,to,amount-(amount*txCharge/100);'",['73268988_1']
1,no viable alternative at input 'array-Hotel[]public',['73329915_0']
1,"no viable alternative at input 'describe(""It mints 10NFTs"",function'",['73344261_4']
1,no viable alternative at input 'functionpurchaseCard(uint_id)publicpayable{\n',['73345161_2']
1,"mismatched input 'in' expecting {'=', ';', NL}",['73347418_0']
1,"mismatched input 'that' expecting {';', NL}",['73347418_0']
1,"mismatched input 'bookertoroom' expecting {'=', ';', NL}",['73347418_0']
1,no viable alternative at input 'functionmint(uint256_count)payableexternalreturns(uint256){\n.',['73352720_0']
1,no viable alternative at input 'blockchain/contracts/Utils.sol:',['73383910_0']
1,"no viable alternative at input 'functionbuyTokens()publicpayablereturns(uint256tokenAmount){\nrequire(msg.value>0,""Send ETH to buy some tokens"");\n\nuint256amountToBuy=msg.value*tokensPerEth;\n\n\nuint256contractBalance=ercToken.balanceOf(address(this));\nrequire(contractBalance>=amountToBuy,balance\n\n(boolsent'",['73386259_1']
1,"no viable alternative at input 'functiontransfer(addressto,uint256amount)publicvirtualoverridereturns(bool){\n_transfer(msg.sender,to,amount*1e18);\nreturntrue;\n'",['73386259_2']
1,"no viable alternative at input 'functiontransfer(addressto,uint256amount)publicvirtualoverridereturns(bool){\n_transfer(vendorContract,to,amount*1e18);\nreturntrue;\n'",['73386259_4']
1,"no viable alternative at input 'functionswap(uinttokenAmount,addressreciever)public{\nIPancakeRouter02router=IPancakeRouter02(0x9Ac64Cc6e4415144C455BD8E4837Fea55603e5c3);\nIERC20(spice).approve(address(router),100e18);\nuintdeadline=block.timestamp+5minutes;\nrouter.swapExactTokensForTokens(\ntokenAmount,\n0,\npath2,\nreciever,\ndeadline\n);\n'",['73402999_0']
1,"extraneous input 'dbc78301522ae1529d01f4093ae3daad3f26827' expecting {';', NL}",['73407324_0']
1,"mismatched input 'non' expecting {'(', NL}",['73434613_0']
1,"mismatched input 'memeber' expecting {'=', ';', NL}",['73434613_0']
1,no viable alternative at input 'nft_erc721.sol:',['73434613_0']
1,"no viable alternative at input 'describe(""Validations"",function'",['73434613_1']
1,"no viable alternative at input 'functionisPrivateListed(\nuint256_addressReservedTokens,\nbytes32[]memory_proof\n)publicviewreturns(bool){\nbytes32leaf=keccak256(abi.encodePacked(msg.sender,_addressReservedTokens);'",['73456725_0']
1,"no viable alternative at input 'bytes32leaf=keccak256(abi.encodePacked(msg.sender,_addressReservedTokens);'",['73456725_2']
1,no viable alternative at input 'functionpurchaseItemWithToken(uint_itemId)externalpayablenonReentrant{\nuint_totalPrice=getTotalPriceWithToken(_itemId;',['73480903_1']
1,no viable alternative at input 'Gasrequirementof',['73495961_0']
1,"no viable alternative at input 'addressvrfCoordinatorV2,'",['73508643_1']
1,"mismatched input '?' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['73510352_0']
1,"extraneous input '?' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['73510352_0']
1,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['73516065_0']
1,"extraneous input 'public' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['73522448_0']
1,"no viable alternative at input 'function_transfer(address_from,address_to,uint256_value)internal{\n\nrequire(_to!=0x0000000000000000000000000000000000000000);\n\n'",['73522448_2']
1,"mismatched input 'contract' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['73536755_0']
1,no viable alternative at input 'constaddress',['73536755_0']
1,"mismatched input 'assert' expecting {';', NL}",['73536755_0']
1,no viable alternative at input 'fromsolcximport',['73549643_0']
1,no viable alternative at input 'stringletterspublic',['73555009_0']
1,"no viable alternative at input 'functionadd(uint_x,uint_y)publicpurereturns(uint){\nreturns'",['73577029_0']
1,no viable alternative at input 'functionpickWinner()publicrestricted{\nuintindex=random()%players.length;\npayable(players[index].transfer(this).balance);<',['73594264_1']
1,no viable alternative at input '''pragma',['73602735_0']
1,no viable alternative at input 'F(x)=b1b2..',['73664623_0']
1,no viable alternative at input 'constApp:',['73667305_19']
1,"mismatched input ')' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['73670446_1']
1,no viable alternative at input 'hardhat:',['73684071_1']
1,no viable alternative at input 'code:',['73749084_0']
1,"mismatched input 'struct' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['73749265_0']
1,no viable alternative at input 'constructor()ERC20(stringmemory',['73755586_2']
1,no viable alternative at input 'Eventtokeep',['73756010_0']
1,"no viable alternative at input 'functionrandomArray(uint[]memorypopulation)publicviewreturns(uint[]memory){\nuinta=population.length;\nuintb=population.length;\nfor(uinti=0;i<b;i++){\nuintrandNumber=(uint(keccak256\n(abi.encodePacked(block.timestamp,population[i])))%a)+1;\nuintinterim=population[randNumber-1];\npopulation[randNumber-1]=population[a-1];\npopulation[a-1]=interim;\na=a-1;\n}\n\nresult=population;\n\nreturnresult;\nlen=result.length;\n\n'",['73781764_0']
1,no viable alternative at input 'Derivedcontract',['73805934_0']
1,"no viable alternative at input 'msg.sender,'",['73812170_0']
1,"extraneous input 'mint' expecting {'(', NL}",['73812789_0']
1,"extraneous input 'params' expecting {',', ')'}",['73812789_0']
1,"mismatched input 'returns' expecting {';', NL}",['73812789_0']
1,"extraneous input '->' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['73812789_0']
1,no viable alternative at input 'bytes32internal',['73812789_2']
1,"extraneous input 'computeAddress' expecting {'(', NL}",['73812789_2']
1,"extraneous input 'factory' expecting {',', ')'}",['73812789_2']
1,extraneous input 'key' expecting ')',['73812789_2']
1,"mismatched input 'returns' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['73812789_2']
1,"extraneous input '_create' expecting {'(', NL}",['73821810_0']
1,"extraneous input 'tokenId' expecting {',', ')'}",['73821810_0']
1,missing ')' at 'tokenURI',['73821810_0']
1,"extraneous input 'buyNFT' expecting {'(', NL}",['73821810_0']
1,"no viable alternative at input 'functionsearch(address_router,address_asset,\nuint_amount)externalviewreturns(uint,address,address,address){\nuintamtBack;\naddresstoken1;\naddresstoken2;\naddresstoken3;\n\nfor(uinti1=0;i1<tokens.length;i1++){\nfor(uinti2=0;i2<stables.length;i2++){\nfor(uinti3=0;i3<tokens.length;i3++){\namtBack=amount(_router,_asset,tokens[i1],_amount);\namtBack=amount(_router,tokens[i1],stables[i2],amtBack);\namtBack=amount(_router,stables[i2],tokens[i3],amtBack);\namtBack=amount(_router,tokens[i3],_asset,amtBack);\n\nif(amtBack>_amount){\ntoken1=tokens[i1];\ntoken2=tokens[i2];/'",['73822682_0']
1,"no viable alternative at input 'functioncreateWhoopy(\nstringmemorys_whoopyName,\nuint256s_num,\n)'",['73826105_1']
1,no viable alternative at input 'uint256privateimmutablei_entranceFee;\n\n**',['73842617_0']
1,"mismatched input '\n\n' expecting {'{', 'is'}",['73855615_0']
1,no viable alternative at input 'Compiled1',['73855615_3']
1,"extraneous input 'public' expecting {'=', ';', NL}",['73863605_1']
1,"extraneous input 'xTOKEN' expecting {';', NL}",['73863605_1']
1,no viable alternative at input 'CodeSolution=topLine\n\n\n\n\n\npragma',['73878052_0']
1,no viable alternative at input 'constcontract',['73902456_1']
1,"no viable alternative at input 'it(""Should fetch balance of a Nft1155Upgradeable"",asyncfunction'",['73917319_1']
