Rank,Error Message,Snippet IDs
1,"extraneous input 'myVar' expecting {'=', ';', NL}",['70576453_2']
1,"extraneous input 'buy' expecting {'(', NL}",['70585228_0']
1,"extraneous input 'investor' expecting {',', ')'}",['70585228_0']
1,extraneous input 'usd_invested' expecting ')',['70585228_0']
1,"mismatched input '**' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['70585228_0']
1,no viable alternative at input 'the1',['70589555_1']
1,"mismatched input 'Brownie_Simple_Storage' expecting {';', NL}",['70603320_1']
1,"mismatched input 'Brownie' expecting {';', NL}",['70603320_1']
1,"mismatched input 'you' expecting {'=', ';', NL}",['70603320_2']
1,"mismatched input 'encrypted' expecting {'=', ';', NL}",['70603320_2']
1,"extraneous input 'avax' expecting {';', NL}",['70644053_0']
1,"extraneous input 'transferFrom' expecting {'(', NL}",['70666107_0']
1,"extraneous input 'from' expecting {',', ')'}",['70666107_0']
1,missing ')' at 'to',['70666107_0']
1,no viable alternative at input '({',['70681263_0']
1,"mismatched input 'Gas' expecting {';', NL}",['70704418_2']
1,"mismatched input 'Nonce' expecting {';', NL}",['70704418_2']
1,"mismatched input 'dapp_token' expecting {'=', ';', NL}",['70706328_1']
1,"mismatched input 'few' expecting {';', NL}",['70729665_4']
1,"mismatched input '--' expecting {'=', ';', NL}",['70729665_4']
1,"mismatched input ':' expecting {',', ']'}",['70729665_4']
1,"mismatched input 'FA68BBB0' expecting {';', NL}",['70729665_4']
1,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['70731710_0']
1,"mismatched input 'IUniswapV2Router02' expecting {';', NL}",['70755278_0']
1,"mismatched input '5' expecting {';', NL}",['70755278_0']
1,"mismatched input 'address' expecting {';', NL}",['70755278_0']
1,"extraneous input 'oio09d99f140aa39d43ffa58a6af6d5e90bdbf4' expecting {';', NL}",['70742940_0']
1,"no viable alternative at input 'revert(""Index in not exist"")l'",['70762150_1']
1,"extraneous input 'is' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['70776159_0']
1,"mismatched input 'bad' expecting {';', NL}",['70776159_0']
1,"mismatched input 'or' expecting {'=', ';', NL}",['70776159_0']
1,"mismatched input 'The' expecting {'=', ';', NL}",['70808477_0']
1,"extraneous input '*' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['70808477_0']
1,"mismatched input '>=' expecting {'=', ';', NL}",['70804128_0']
1,no viable alternative at input '(uint256index',['70822707_1']
1,"mismatched input 'expression' expecting {'=', ';', NL}",['70856735_1']
1,"extraneous input 'memory' expecting {'~', 'from', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['70873800_0']
1,"extraneous input 'memory' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['70873800_0']
1,no viable alternative at input 'Listing[]storage',['70860448_1']
1,"mismatched input 'properties' expecting {'=', ';', NL}",['70869079_1']
1,"extraneous input 'is' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['70833677_0']
1,mismatched input 'avayable' expecting ')',['70833677_0']
1,mismatched input 'much' expecting ')',['70833677_0']
1,"mismatched input 'local' expecting {'=', ';', NL}",['70876767_3']
1,"mismatched input 'client' expecting {'=', ';', NL}",['70876767_3']
1,"mismatched input 'at' expecting {'=', ';', NL}",['70876767_3']
1,"mismatched input 'run' expecting {'=', ';', NL}",['70876767_4']
1,"mismatched input 'INFO' expecting {';', NL}",['70876767_4']
1,"mismatched input 'location' expecting {'=', ';', NL}",['70833745_0']
1,"extraneous input 'tc' expecting {';', NL}",['70886680_2']
1,"mismatched input '_deploy_contracts' expecting {';', NL}",['70899674_2']
1,no viable alternative at input 'Replacing'Election'',['70899674_2']
1,"mismatched input 'send' expecting {';', NL}",['70920485_0']
1,"extraneous input 'getCurrentPrice' expecting {'(', NL}",['70846917_0']
1,no viable alternative at input 'call:',['70937447_3']
1,"mismatched input 'crypto' expecting {'=', ';', NL}",['70952409_0']
1,"mismatched input 'brow2' expecting {'=', ';', NL}",['70952409_0']
1,no viable alternative at input 'dependencies:',['70952409_2']
1,missing '}' at '--',['70970426_1']
1,"extraneous input 'event' expecting {<EOF>, 'pragma', '||', '^', '~', '>=', '>', '<', '<=', '=', 'import', '*', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', '.', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', '**', '/', '%', '<<', '>>', '&', '|', '==', '!=', '&&', '?', '|=', '^=', '&=', '<<=', '>>=', '+=', '-=', '*=', '/=', '%=', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['70970426_1']
1,no viable alternative at input 'Test.sol:',['70974677_0']
1,extraneous input 'public' expecting '(',['70998818_1']
1,"mismatched input 'in' expecting {'{', 'returns', ';', NL}",['70998818_1']
1,no viable alternative at input 'MyContract.sol:',['71001299_1']
1,no viable alternative at input 'ipfs:',['71001846_0']
1,"no viable alternative at input 'IMPORT""@openzeppelin/contracts/tokens/ERC20/IERC20.sol""'",['71008295_1']
1,no viable alternative at input 'Chainlink.Requestmemory',['71026604_0']
1,"mismatched input 'chainlink' expecting {'=', ';', NL}",['71035790_0']
1,"extraneous input 'install' expecting {';', NL}",['71035790_0']
1,"mismatched input '0.8.6' expecting {';', NL}",['71035790_0']
1,"mismatched input 'fully' expecting {'=', ';', NL}",['71035790_0']
1,"mismatched input 'yet' expecting {'=', ';', NL}",['71035790_0']
1,"mismatched input 'herepragma' expecting {'=', ';', NL}",['71035262_1']
1,"mismatched input '^' expecting {'=', ';', NL}",['71035262_1']
1,"extraneous input 'public' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['71146288_0']
1,no viable alternative at input 'Running'scripts/deploy.py::main'',['71153976_0']
1,"mismatched input 'solc' expecting {'=', ';', NL}",['71181866_2']
1,"mismatched input 'available' expecting {'=', ';', NL}",['71181866_2']
1,no viable alternative at input 'bepure',['71179331_1']
1,"mismatched input 'standard' expecting {'=', ';', NL}",['71179331_1']
1,"mismatched input 'we' expecting {'=', ';', NL}",['71179331_1']
1,"mismatched input 'returning' expecting {'=', ';', NL}",['71179331_1']
1,"mismatched input 'ERC20' expecting {'contract', 'interface', 'library', NL}",['71207911_0']
1,"mismatched input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['71214540_0']
1,"extraneous input 'null' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['71245575_3']
1,"extraneous input 'let' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71245575_3']
1,"mismatched input 'MyContract' expecting {';', NL}",['71245575_3']
1,"mismatched input '_contract' expecting {';', NL}",['71245575_3']
1,"extraneous input 'storage' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71255699_0']
1,no viable alternative at input 'Thefallback',['71255699_2']
1,no viable alternative at input '(uintidx',['71263095_0']
1,"mismatched input 'using' expecting {'=', ';', NL}",['71275333_2']
1,no viable alternative at input 'solc:',['71275333_2']
1,"mismatched input '<' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['71292140_0']
1,"mismatched input 'revert' expecting {';', NL}",['71325598_0']
1,"mismatched input 'do' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71325598_1']
1,no viable alternative at input 'TransactionDatamemory',['71327850_0']
1,"mismatched input '>>' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71330577_1']
1,"extraneous input 'method' expecting {'=', ';', NL}",['71343732_1']
1,"mismatched input 'MetaMask' expecting {';', NL}",['71343732_1']
1,"extraneous input 'Account' expecting {'=', ';', NL}",['71343732_1']
1,"mismatched input 'print' expecting {';', NL}",['71343732_1']
1,"extraneous input 'Modification' expecting {';', NL}",['71343732_1']
1,"mismatched input 'Profit' expecting {';', NL}",['71354756_1']
1,"mismatched input 'MacBook' expecting {';', NL}",['71363334_0']
1,no viable alternative at input 'Pro:',['71363334_0']
1,"mismatched input '+' expecting {'=', ';', NL}",['71371357_0']
1,"extraneous input '<=' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['71376410_0']
1,"mismatched input 'contract' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['71398729_0']
1,"no viable alternative at input 'aIn,'",['71398729_0']
1,"extraneous input '4' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['71437052_0']
1,"extraneous input '**' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['71432001_0']
1,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71432001_0']
1,"extraneous input 'final' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71449944_0']
1,"mismatched input 'ethereum' expecting {';', NL}",['71449944_0']
1,"mismatched input 'exampleExternalContract' expecting {';', NL}",['71450598_1']
1,"mismatched input 'YourneyToken' expecting {';', NL}",['71471252_0']
1,"mismatched input 'yourneyToken' expecting {';', NL}",['71471252_0']
1,no viable alternative at input 'asyncfunction',['71494389_0']
1,"mismatched input 'thanks' expecting {';', NL}",['71520309_0']
1,no viable alternative at input 'participants:',['71518895_0']
1,no viable alternative at input 'amountRequired:',['71518895_0']
1,no viable alternative at input 'createdTime:',['71518895_0']
1,no viable alternative at input 'Lottery.sol:',['71478488_0']
1,"mismatched input 'T03' expecting {';', NL}",['71535229_0']
1,"mismatched input 'not' expecting {';', NL}",['71548214_1']
1,no viable alternative at input 'correct\n}',['71553813_0']
1,"extraneous input 'transfer' expecting {'(', NL}",['71553028_0']
1,"extraneous input '_to' expecting {',', ')'}",['71553028_0']
1,extraneous input '_value' expecting ')',['71553028_0']
1,"mismatched input 'returns' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['71553028_0']
1,"extraneous input 'event' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['71564754_0']
1,"mismatched input '.' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['71564754_0']
1,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'type', 'view', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71558241_2']
1,"mismatched input 'xxxxxxxxxxxxxxxxxxxxxxxxxxx' expecting {';', NL}",['71576780_0']
1,no viable alternative at input 'exportdefault',['71605119_0']
1,"mismatched input 'image' expecting {',', ']'}",['71583652_1']
1,"mismatched input ']' expecting {'=', ';', NL}",['71583652_1']
1,"mismatched input 'market' expecting {'=', ';', NL}",['71597113_0']
1,no viable alternative at input 'Whyis',['71603856_2']
1,no viable alternative at input 'hashData:=',['71628337_0']
1,"extraneous input '{' expecting {<EOF>, 'pragma', '~', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['71646570_1']
1,"mismatched input ',' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['71646570_1']
1,"mismatched input 'Routes' expecting {';', NL}",['71646915_1']
1,"mismatched input '<EOF>' expecting {'=', ';', NL}",['71676541_0']
1,no viable alternative at input 'mapping(string->',['71684130_2']
1,no viable alternative at input 'Productstorage',['71716961_0']
1,"extraneous input 'calculatePoint' expecting {'(', NL}",['71716481_0']
1,no viable alternative at input 'kittiesmemory',['71727926_1']
1,"mismatched input 'Blockchain' expecting {'=', ';', NL}",['71746449_0']
1,"mismatched input 'def' expecting {';', NL}",['71767046_2']
1,"extraneous input 'withdrawAmount' expecting {'(', NL}",['71815148_0']
1,"extraneous input 'amount' expecting {',', ')'}",['71815148_0']
1,"mismatched input 'payable' expecting {'=', ';', NL}",['71815148_0']
1,no viable alternative at input 'Running'scripts/test_loop.py::main'',['71819186_4']
1,"mismatched input 'is' expecting {',', ')'}",['71821179_0']
1,"mismatched input ')' expecting {'{', 'returns', ';', NL}",['71821179_0']
1,"mismatched input '**' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['71820678_0']
1,"mismatched input 'Here' expecting {';', NL}",['71820678_0']
1,"mismatched input '_wallet_contracts' expecting {';', NL}",['71829431_0']
1,no viable alternative at input 'Deploying'Wallet'',['71829431_0']
1,"extraneous input 'concept' expecting {'=', ';', NL}",['71831000_0']
1,no viable alternative at input '(10x',['71846672_0']
1,no viable alternative at input 'Pos:',['71846672_1']
1,"extraneous input '}' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', ',', 'abstract', 'contract', 'interface', 'library', '(', ')', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['71854087_0']
1,no viable alternative at input 'Transaction:',['71869681_1']
1,"mismatched input 'in' expecting {'=', ';', NL}",['71902018_0']
1,"mismatched input 'paymentToken' expecting {';', NL}",['71887614_1']
1,"extraneous input 'in' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['71946498_3']
1,no viable alternative at input 'callcontract',['71946498_3']
1,"extraneous input 'x01' expecting {';', NL}",['71956024_0']
1,"extraneous input 'x1' expecting {';', NL}",['71956024_0']
1,"mismatched input 'found' expecting {'=', ';', NL}",['71966613_0']
1,no viable alternative at input 'varAge}',['72009655_0']
1,no viable alternative at input 'stringstring',['72020059_1']
1,"extraneous input '=' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', ',', '}', 'abstract', 'contract', 'interface', 'library', '(', ')', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'type', 'view', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['72033880_1']
1,"mismatched input 'new' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72084829_0']
1,"mismatched input '(' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72084829_0']
1,"mismatched input 'From' expecting {'=', ';', NL}",['72093394_2']
1,"mismatched input 'pub' expecting {';', NL}",['72112502_0']
1,"mismatched input 'internal' expecting {';', NL}",['72193697_1']
1,"extraneous input '(' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72214005_0']
1,"extraneous input 'constructor' expecting {'(', NL}",['72222191_1']
1,"extraneous input ')' expecting {'from', 'error', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72222191_1']
1,mismatched input '(' expecting '=>',['72222191_1']
1,"mismatched input 'ERC20Permit' expecting {';', NL}",['72222191_1']
1,"extraneous input '**' expecting {'from', '}', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier}",['72224409_0']
1,"mismatched input 'contract' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['72253221_0']
1,"extraneous input 'for' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['72253221_0']
1,"mismatched input '_' expecting {'{', 'is'}",['72253221_0']
1,"mismatched input '.' expecting {'{', ','}",['72256781_2']
1,"no viable alternative at input 'paths,'",['72242118_0']
1,"mismatched input '>' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['72242118_0']
1,no viable alternative at input 'uint256[][1]memory',['72233438_3']
1,no viable alternative at input 'mapping(address=>uintbalance',['72338726_0']
1,no viable alternative at input 'name\nreturn',['72339724_0']
1,"mismatched input '\n' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['72323440_1']
1,"extraneous input 'minutes' expecting {';', NL}",['72323440_2']
1,"mismatched input ',' expecting ')'",['72323440_2']
1,mismatched input '(' expecting ')',['72369941_0']
1,no viable alternative at input 'NFTCardAttributesmemory',['72369941_0']
1,"mismatched input '20' expecting {'=', ';', NL}",['72384029_0']
1,"mismatched input 'can' expecting {';', NL}",['72384029_0']
1,"extraneous input 'on' expecting {'=', ';', NL}",['72384029_0']
1,no viable alternative at input '(expression~',['72413453_2']
1,"mismatched input '~' expecting {';', NL}",['72413453_2']
1,no viable alternative at input 'RBrack)',['72413453_2']
1,"extraneous input '|' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['72413453_2']
